parentised_smiles	ID	class_label
CC#CNC(=O)[C@]12C[C@]1(CCNC2)c1ccc(Cl)c(Cl)c1	chembl_116527	POSITIVE
CC(=O)C(C1CCCCN1)c1ccccc1	chembl_117141	POSITIVE
CC(=O)C(C1CCNCC1)c1ccc(Cl)c(Cl)c1	chembl_115386	POSITIVE
CC(=O)CN1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cc(cc(c1)C(C)=O)C(C)=O	chembl_115317	POSITIVE
CC(=O)N(Cc1ccc2ccccc2c1)C1CCNCC1	chembl_116343	NEGATIVE
CC(=O)N(Cc1ccc2ccccc2c1)[C@@H]1CCNC1	chembl_81505	POSITIVE
CC(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1	chembl_115061	POSITIVE
CC(=O)N1CCN(CC1)c1ccc(OCC2COC(Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1	chembl_208	NEGATIVE
CC(=O)N1CC[C@@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)[C@@H](C1)NC(=O)Nc1nc(C)c(s1)C(C)=O	chembl_59712	NEGATIVE
CC(=O)N1CC[C@@H](Cc2ccc(F)cc2)C[C@@H]1CCCNC(=O)Nc1cc(cc(c1)C(C)=O)C(C)=O	chembl_114956	POSITIVE
CC(=O)NCC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(Cl)c1	chembl_115083	POSITIVE
CC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(C)c(Cl)c1	chembl_116961	POSITIVE
CC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(C)c1	chembl_116960	POSITIVE
CC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(Cl)c1	chembl_114781	POSITIVE
CC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(Cl)c(F)c1	chembl_116019	POSITIVE
CC(=O)NC[C@@H]1CNCCO[C@H]1c1ccc(F)c(Cl)c1	chembl_115521	POSITIVE
CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1	chembl_12859	NEGATIVE
CC(=O)[C@]12C[C@]1(CCNC2)c1ccc(Cl)c(Cl)c1	chembl_115195	POSITIVE
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2)cc(c1)C(C)=O	chembl_115488	POSITIVE
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2C(N)=N)cc(c1)C(C)=O	chembl_116395	POSITIVE
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC#C)cc(c1)C(C)=O	chembl_115426	POSITIVE
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC(F)F)cc(c1)C(C)=O	chembl_116596	POSITIVE
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC(N)=O)cc(c1)C(C)=O	chembl_115225	NEGATIVE
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC=C)cc(c1)C(C)=O	chembl_115913	POSITIVE
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCCO)cc(c1)C(C)=O	chembl_115122	POSITIVE
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCF)cc(c1)C(C)=O	chembl_115792	POSITIVE
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCO)cc(c1)C(C)=O	chembl_116393	POSITIVE
CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2)c1	chembl_116592	POSITIVE
CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC2CC2)c1	chembl_115793	NEGATIVE
CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC=C)c1	chembl_114963	POSITIVE
CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CCO)c1	chembl_114939	POSITIVE
CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccccc3)CCN2)c1	chembl_117117	POSITIVE
CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1	chembl_56516	POSITIVE
CC(=O)c1cccc(c1)-c1nnnn1CCCN1CCC(Cc2ccccc2)CC1	chembl_117037	POSITIVE
